,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
2,1544.9056603773586,2.9150943396226414,7.40566037735849,1.4056603773584906,4.150943396226415,1.169811320754717,1.5377358490566038,0.8962264150943396,2.990566037735849,0.9905660377358491,1.0660377358490567,0.37735849056603776,0.7547169811320755,2.150943396226415,6.1735849056603795,,,,,,,
3,1707.0666666666666,3.8666666666666667,7.866666666666666,1.9333333333333333,3.8666666666666667,2.0,2.3333333333333335,0.4666666666666667,2.933333333333333,1.6666666666666667,0.4666666666666667,0.13333333333333333,0.7333333333333333,2.4,8.813333333333334,,,,,,,
4,1310.9473684210527,2.210526315789474,5.394736842105263,0.6578947368421053,1.763157894736842,1.894736842105263,2.289473684210526,0.34210526315789475,2.1578947368421053,3.1842105263157894,0.5,0.3157894736842105,1.236842105263158,2.026315789473684,5.713157894736843,,,,,,,
0,968.5,4.75,9.5,0.5,1.0,2.0,2.0,0.75,3.0,1.0,1.25,0.5,1.25,1.5,9.125,,,,,,,
1,1741.0,5.076923076923077,11.923076923076923,2.1538461538461537,6.0,2.4615384615384617,3.1538461538461537,0.5384615384615384,2.3076923076923075,1.3076923076923077,0.6153846153846154,0.07692307692307693,1.3076923076923077,2.0,8.723076923076924,,,,,,,
2,1666.0,5.0,11.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,4.0,1.0,2.9,,,,,,,
3,975.5,5.5,9.0,0.0,0.0,2.0,3.0,1.0,2.5,0.5,0.0,0.5,1.0,2.5,8.649999999999999,,,,,,,
4,1670.0,2.6666666666666665,9.0,1.1666666666666667,3.5,0.3333333333333333,0.3333333333333333,1.0,3.0,1.5,1.6666666666666667,0.16666666666666666,0.6666666666666666,1.0,4.966666666666666,,,,,,,
0,944.4220183486239,2.1009174311926606,4.018348623853211,0.0,0.009174311926605505,1.2568807339449541,1.5596330275229358,1.5412844036697249,3.091743119266055,0.41284403669724773,0.21100917431192662,0.5412844036697247,0.6788990825688074,2.110091743119266,4.727522935779816,,,,,,,
1,935.9871794871794,2.3461538461538463,5.17948717948718,0.47435897435897434,1.641025641025641,0.7435897435897436,1.1923076923076923,0.6282051282051282,1.8461538461538463,0.7948717948717948,0.4358974358974359,0.20512820512820512,0.8717948717948718,1.5256410256410255,3.691025641025641,,,,,,,
2,1965.1527777777778,5.916666666666667,11.833333333333334,1.3194444444444444,3.4444444444444446,1.5833333333333333,1.9583333333333333,1.6111111111111112,5.486111111111111,5.041666666666667,0.7222222222222222,1.3333333333333333,1.5694444444444444,2.0972222222222223,14.219444444444441,,,,,,,
