,Game Date,Box Score,Team,Player1,Player2,Player3,Player4,Player5
6,2013-11-13,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,I. Shumpert,J. Smith
7,2013-11-14,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,I. Shumpert,J. Smith
8,2013-11-16,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,I. Shumpert,J. Smith
9,2013-11-19,Box Score,NYK,C. Anthony,A. Bargnani,K. Martin,I. Shumpert,B. Udrih
10,2013-11-20,Box Score,NYK,C. Anthony,A. Bargnani,K. Martin,I. Shumpert,B. Udrih
11,2013-11-23,Box Score,NYK,C. Anthony,A. Bargnani,K. Martin,I. Shumpert,B. Udrih
12,2013-11-25,Box Score,NYK,C. Anthony,A. Bargnani,K. Martin,I. Shumpert,B. Udrih
13,2013-11-27,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,K. Martin,I. Shumpert
14,2013-11-29,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,K. Martin,I. Shumpert
15,2013-12-01,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,K. Martin,I. Shumpert
16,2013-12-05,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,K. Martin,I. Shumpert
17,2013-12-06,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,K. Martin,I. Shumpert
18,2013-12-08,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,T. Hardaway,I. Shumpert
19,2013-12-10,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,I. Shumpert,M. World Peace
20,2013-12-11,Box Score,NYK,C. Anthony,A. Bargnani,K. Martin,P. Prigioni,I. Shumpert
21,2013-12-13,Box Score,NYK,C. Anthony,A. Bargnani,K. Martin,P. Prigioni,I. Shumpert
22,2013-12-14,Box Score,NYK,C. Anthony,A. Bargnani,P. Prigioni,I. Shumpert,J. Smith
23,2013-12-16,Box Score,NYK,C. Anthony,A. Bargnani,P. Prigioni,I. Shumpert,J. Smith
24,2013-12-18,Box Score,NYK,C. Anthony,T. Chandler,I. Shumpert,J. Smith,B. Udrih
25,2013-12-21,Box Score,NYK,C. Anthony,A. Bargnani,T. Chandler,I. Shumpert,B. Udrih
26,2013-12-23,Box Score,NYK,C. Anthony,A. Bargnani,T. Chandler,R. Felton,I. Shumpert
27,2013-12-25,Box Score,NYK,A. Bargnani,T. Chandler,I. Shumpert,J. Smith,B. Udrih
28,2013-12-27,Box Score,NYK,A. Bargnani,T. Chandler,I. Shumpert,J. Smith,B. Udrih
29,2013-12-28,Box Score,NYK,A. Bargnani,T. Chandler,I. Shumpert,J. Smith,B. Udrih
30,2014-01-02,Box Score,NYK,C. Anthony,A. Bargnani,T. Chandler,I. Shumpert,B. Udrih
31,2014-01-03,Box Score,NYK,C. Anthony,A. Bargnani,T. Chandler,I. Shumpert,B. Udrih
32,2014-01-05,Box Score,NYK,C. Anthony,A. Bargnani,T. Chandler,I. Shumpert,B. Udrih
33,2014-01-07,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,K. Martin,I. Shumpert
34,2014-01-09,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,K. Martin,I. Shumpert
35,2014-01-11,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,K. Martin,I. Shumpert
36,2014-01-13,Box Score,NYK,C. Anthony,A. Bargnani,R. Felton,K. Martin,I. Shumpert
37,2014-01-14,Box Score,NYK,C. Anthony,A. Bargnani,T. Chandler,R. Felton,I. Shumpert
38,2014-01-16,Box Score,NYK,C. Anthony,A. Bargnani,T. Chandler,R. Felton,I. Shumpert
39,2014-01-17,Box Score,NYK,C. Anthony,A. Bargnani,T. Chandler,R. Felton,I. Shumpert
40,2014-01-20,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,I. Shumpert
41,2014-01-22,Box Score,NYK,C. Anthony,A. Bargnani,T. Chandler,R. Felton,I. Shumpert
42,2014-01-24,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,I. Shumpert
43,2014-01-26,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,I. Shumpert
44,2014-01-28,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,I. Shumpert
45,2014-01-30,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,J. Smith
46,2014-02-01,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,J. Smith
47,2014-02-03,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,I. Shumpert
48,2014-02-05,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,I. Shumpert
49,2014-02-07,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,I. Shumpert
50,2014-02-09,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,I. Shumpert
51,2014-02-12,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,I. Shumpert
52,2014-02-18,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,I. Shumpert
53,2014-02-19,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,I. Shumpert
54,2014-02-21,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,J. Smith
55,2014-02-22,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,J. Smith
56,2014-02-24,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,A. Stoudemire
57,2014-02-27,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,J. Smith
58,2014-02-28,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,J. Smith
59,2014-03-02,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,I. Shumpert
60,2014-03-03,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
61,2014-03-05,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
62,2014-03-07,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
63,2014-03-08,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
64,2014-03-10,Box Score,NYK,C. Anthony,R. Felton,I. Shumpert,J. Smith,A. Stoudemire
65,2014-03-12,Box Score,NYK,C. Aldrich,C. Anthony,R. Felton,I. Shumpert,J. Smith
66,2014-03-15,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
67,2014-03-19,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
68,2014-03-21,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
69,2014-03-23,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
70,2014-03-25,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
71,2014-03-26,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
72,2014-03-28,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
73,2014-03-30,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
74,2014-03-31,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,I. Shumpert,J. Smith
75,2014-04-02,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
76,2014-04-04,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
77,2014-04-06,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
78,2014-04-11,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
79,2014-04-13,Box Score,NYK,C. Anthony,T. Chandler,R. Felton,J. Smith,A. Stoudemire
80,2014-04-15,Box Score,NYK,T. Chandler,R. Felton,I. Shumpert,J. Smith,A. Stoudemire
81,2014-04-16,Box Score,NYK,C. Aldrich,P. Prigioni,I. Shumpert,J. Smith,A. Stoudemire
0,2014-10-29,Box Score,NYK,C. Anthony,S. Dalembert,S. Larkin,I. Shumpert,A. Stoudemire
1,2014-10-30,Box Score,NYK,Q. Acy,C. Anthony,S. Dalembert,S. Larkin,I. Shumpert
2,2014-11-02,Box Score,NYK,Q. Acy,C. Anthony,S. Dalembert,S. Larkin,I. Shumpert
3,2014-11-04,Box Score,NYK,C. Anthony,S. Dalembert,S. Larkin,I. Shumpert,A. Stoudemire
4,2014-11-05,Box Score,NYK,C. Anthony,S. Dalembert,S. Larkin,I. Shumpert,J. Smith
5,2014-11-07,Box Score,NYK,C. Anthony,S. Dalembert,T. Hardaway,I. Shumpert,J. Smith
6,2014-11-08,Box Score,NYK,C. Anthony,S. Dalembert,T. Hardaway,S. Larkin,I. Shumpert
7,2014-11-10,Box Score,NYK,C. Anthony,S. Dalembert,T. Hardaway,S. Larkin,I. Shumpert
8,2014-11-12,Box Score,NYK,Q. Acy,C. Anthony,S. Dalembert,S. Larkin,I. Shumpert
9,2014-11-14,Box Score,NYK,C. Anthony,S. Dalembert,S. Larkin,I. Shumpert,J. Smith
10,2014-11-16,Box Score,NYK,Q. Acy,C. Anthony,S. Dalembert,S. Larkin,J. Smith
11,2014-11-18,Box Score,NYK,C. Anthony,S. Dalembert,S. Larkin,I. Shumpert,J. Smith
12,2014-11-19,Box Score,NYK,Q. Acy,C. Anthony,S. Dalembert,S. Larkin,I. Shumpert
13,2014-11-22,Box Score,NYK,Q. Acy,C. Anthony,J. Calderón,S. Dalembert,I. Shumpert
14,2014-11-24,Box Score,NYK,Q. Acy,C. Anthony,J. Calderón,S. Dalembert,I. Shumpert
15,2014-11-26,Box Score,NYK,Q. Acy,J. Calderón,S. Dalembert,I. Shumpert,J. Smith
16,2014-11-28,Box Score,NYK,Q. Acy,J. Calderón,S. Dalembert,I. Shumpert,J. Smith
17,2014-11-30,Box Score,NYK,Q. Acy,C. Anthony,J. Calderón,S. Dalembert,I. Shumpert
18,2014-12-02,Box Score,NYK,C. Anthony,J. Calderón,S. Dalembert,I. Shumpert,A. Stoudemire
19,2014-12-04,Box Score,NYK,Q. Acy,C. Anthony,J. Calderón,I. Shumpert,A. Stoudemire
20,2014-12-05,Box Score,NYK,C. Anthony,J. Calderón,S. Dalembert,I. Shumpert,A. Stoudemire
21,2014-12-07,Box Score,NYK,Q. Acy,C. Anthony,J. Calderón,I. Shumpert,A. Stoudemire
22,2014-12-09,Box Score,NYK,Q. Acy,C. Anthony,J. Calderón,I. Shumpert,A. Stoudemire
23,2014-12-10,Box Score,NYK,Q. Acy,J. Calderón,T. Hardaway,I. Shumpert,A. Stoudemire
24,2014-12-12,Box Score,NYK,Q. Acy,C. Anthony,J. Calderón,I. Shumpert,A. Stoudemire
25,2014-12-14,Box Score,NYK,Q. Acy,C. Anthony,J. Calderón,T. Hardaway,A. Stoudemire
26,2014-12-16,Box Score,NYK,Q. Acy,C. Anthony,J. Calderón,T. Hardaway,A. Stoudemire
27,2014-12-18,Box Score,NYK,C. Aldrich,J. Calderón,T. Hardaway,A. Stoudemire,T. Wear
28,2014-12-20,Box Score,NYK,Q. Acy,C. Aldrich,C. Anthony,J. Calderón,T. Hardaway
29,2014-12-21,Box Score,NYK,Q. Acy,C. Aldrich,C. Anthony,J. Calderón,T. Hardaway
30,2014-12-25,Box Score,NYK,C. Anthony,J. Calderón,S. Dalembert,T. Hardaway,A. Stoudemire
31,2014-12-27,Box Score,NYK,C. Aldrich,C. Anthony,J. Calderón,T. Hardaway,J. Smith
32,2014-12-28,Box Score,NYK,C. Aldrich,C. Anthony,J. Calderón,T. Hardaway,J. Smith
33,2014-12-31,Box Score,NYK,C. Aldrich,C. Anthony,J. Calderón,T. Hardaway,J. Smith
34,2015-01-02,Box Score,NYK,C. Aldrich,J. Calderón,P. Prigioni,J. Smith,J. Smith
35,2015-01-04,Box Score,NYK,Q. Acy,C. Aldrich,J. Calderón,T. Hardaway,J. Smith
36,2015-01-05,Box Score,NYK,C. Aldrich,J. Calderón,T. Hardaway,S. Larkin,J. Smith
37,2015-01-07,Box Score,NYK,Q. Acy,C. Aldrich,J. Calderón,T. Hardaway,P. Prigioni
38,2015-01-08,Box Score,NYK,C. Aldrich,J. Calderón,T. Hardaway,P. Prigioni,J. Smith
39,2015-01-10,Box Score,NYK,C. Aldrich,J. Calderón,C. Early,T. Hardaway,J. Smith
40,2015-01-15,Box Score,NYK,C. Anthony,J. Calderón,S. Larkin,J. Smith,A. Stoudemire
41,2015-01-19,Box Score,NYK,L. Amundson,C. Anthony,J. Calderón,L. Galloway,J. Smith
42,2015-01-21,Box Score,NYK,L. Amundson,C. Anthony,J. Calderón,L. Galloway,J. Smith
43,2015-01-23,Box Score,NYK,L. Amundson,C. Anthony,J. Calderón,L. Galloway,J. Smith
44,2015-01-24,Box Score,NYK,L. Amundson,L. Galloway,T. Hardaway,J. Smith,L. Thomas
45,2015-01-28,Box Score,NYK,L. Amundson,C. Anthony,J. Calderón,L. Galloway,J. Smith
46,2015-01-29,Box Score,NYK,L. Amundson,C. Anthony,J. Calderón,L. Galloway,J. Smith
47,2015-02-01,Box Score,NYK,L. Amundson,C. Anthony,J. Calderón,L. Galloway,J. Smith
48,2015-02-03,Box Score,NYK,L. Amundson,C. Anthony,J. Calderón,L. Galloway,J. Smith
49,2015-02-06,Box Score,NYK,L. Amundson,C. Anthony,J. Calderón,L. Galloway,J. Smith
50,2015-02-07,Box Score,NYK,L. Amundson,J. Calderón,L. Galloway,J. Smith,L. Thomas
51,2015-02-09,Box Score,NYK,L. Amundson,C. Anthony,J. Calderón,L. Galloway,J. Smith
52,2015-02-11,Box Score,NYK,L. Amundson,J. Calderón,L. Galloway,T. Hardaway,J. Smith
53,2015-02-20,Box Score,NYK,L. Amundson,J. Calderón,C. Early,L. Galloway,J. Smith
54,2015-02-22,Box Score,NYK,L. Amundson,J. Calderón,L. Galloway,J. Smith,L. Thomas
55,2015-02-25,Box Score,NYK,L. Amundson,J. Calderón,L. Galloway,T. Hardaway,J. Smith
56,2015-02-27,Box Score,NYK,L. Amundson,A. Bargnani,C. Early,L. Galloway,T. Hardaway
57,2015-02-28,Box Score,NYK,L. Amundson,A. Bargnani,C. Early,L. Galloway,T. Hardaway
58,2015-03-03,Box Score,NYK,L. Amundson,A. Bargnani,C. Early,L. Galloway,T. Hardaway
59,2015-03-04,Box Score,NYK,L. Amundson,A. Bargnani,C. Early,L. Galloway,T. Hardaway
60,2015-03-07,Box Score,NYK,A. Bargnani,C. Early,L. Galloway,T. Hardaway,J. Smith
61,2015-03-09,Box Score,NYK,A. Bargnani,L. Galloway,A. Shved,J. Smith,L. Thomas
62,2015-03-10,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,A. Shved,L. Thomas
63,2015-03-12,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,A. Shved,L. Thomas
64,2015-03-14,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,A. Shved,L. Thomas
65,2015-03-15,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,A. Shved,L. Thomas
66,2015-03-17,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,A. Shved,L. Thomas
67,2015-03-19,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,A. Shved,L. Thomas
68,2015-03-20,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,A. Shved,L. Thomas
69,2015-03-22,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,A. Shved,L. Thomas
70,2015-03-23,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,S. Larkin,L. Thomas
71,2015-03-25,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,S. Larkin,L. Thomas
72,2015-03-27,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,S. Larkin,L. Thomas
73,2015-03-28,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,S. Larkin,L. Thomas
74,2015-04-01,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,S. Larkin,L. Thomas
75,2015-04-03,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,S. Larkin,L. Thomas
76,2015-04-05,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,S. Larkin,L. Thomas
77,2015-04-08,Box Score,NYK,L. Amundson,A. Bargnani,L. Galloway,S. Larkin,L. Thomas
78,2015-04-10,Box Score,NYK,Q. Acy,C. Aldrich,L. Galloway,T. Hardaway,L. Thomas
79,2015-04-11,Box Score,NYK,C. Aldrich,L. Galloway,T. Hardaway,J. Smith,L. Thomas
80,2015-04-13,Box Score,NYK,C. Aldrich,L. Galloway,T. Hardaway,J. Smith,L. Thomas
81,2015-04-15,Box Score,NYK,C. Aldrich,L. Galloway,T. Hardaway,J. Smith,L. Thomas
0,2015-10-28,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
1,2015-10-29,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
2,2015-10-31,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
3,2015-11-02,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
4,2015-11-04,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
5,2015-11-06,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
6,2015-11-08,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
7,2015-11-10,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
8,2015-11-11,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
9,2015-11-13,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
10,2015-11-15,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
11,2015-11-17,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
12,2015-11-20,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
13,2015-11-21,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
14,2015-11-23,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
15,2015-11-25,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
16,2015-11-27,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
17,2015-11-29,Box Score,NYK,A. Afflalo,J. Calderón,R. Lopez,K. Porziņģis,L. Thomas
18,2015-12-02,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
19,2015-12-04,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
20,2015-12-05,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
21,2015-12-07,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
22,2015-12-09,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
23,2015-12-10,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
24,2015-12-12,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
25,2015-12-16,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
26,2015-12-18,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
27,2015-12-19,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
28,2015-12-21,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
29,2015-12-23,Box Score,NYK,A. Afflalo,J. Calderón,R. Lopez,K. Porziņģis,L. Thomas
30,2015-12-26,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
31,2015-12-27,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
32,2015-12-29,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
33,2016-01-01,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
34,2016-01-03,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
35,2016-01-05,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
36,2016-01-06,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
37,2016-01-08,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
38,2016-01-10,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
39,2016-01-12,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
40,2016-01-13,Box Score,NYK,A. Afflalo,J. Calderón,R. Lopez,K. Porziņģis,L. Thomas
41,2016-01-16,Box Score,NYK,A. Afflalo,J. Calderón,L. Galloway,R. Lopez,K. Porziņģis
42,2016-01-18,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
43,2016-01-20,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
44,2016-01-22,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
45,2016-01-23,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
46,2016-01-26,Box Score,NYK,A. Afflalo,J. Calderón,R. Lopez,K. Porziņģis,L. Thomas
47,2016-01-28,Box Score,NYK,A. Afflalo,L. Galloway,R. Lopez,K. O'Quinn,L. Thomas
48,2016-01-29,Box Score,NYK,A. Afflalo,C. Anthony,L. Galloway,R. Lopez,K. Porziņģis
49,2016-01-31,Box Score,NYK,A. Afflalo,C. Anthony,L. Galloway,R. Lopez,K. Porziņģis
50,2016-02-02,Box Score,NYK,A. Afflalo,C. Anthony,L. Galloway,R. Lopez,K. Porziņģis
51,2016-02-04,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
52,2016-02-05,Box Score,NYK,A. Afflalo,J. Calderón,L. Galloway,R. Lopez,K. Porziņģis
53,2016-02-07,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
54,2016-02-09,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
55,2016-02-19,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
56,2016-02-20,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
57,2016-02-22,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
58,2016-02-24,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
59,2016-02-26,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
60,2016-02-28,Box Score,NYK,C. Anthony,J. Calderón,L. Galloway,R. Lopez,K. Porziņģis
61,2016-03-01,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
62,2016-03-04,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
63,2016-03-05,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,D. Williams
64,2016-03-08,Box Score,NYK,A. Afflalo,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis
65,2016-03-09,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
66,2016-03-11,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
67,2016-03-13,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,S. Vujačić,D. Williams
68,2016-03-16,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
69,2016-03-19,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
70,2016-03-20,Box Score,NYK,A. Afflalo,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
71,2016-03-23,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
72,2016-03-24,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
73,2016-03-26,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
74,2016-03-28,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,K. Porziņģis,S. Vujačić
75,2016-03-30,Box Score,NYK,C. Anthony,J. Calderón,R. Lopez,S. Vujačić,D. Williams
76,2016-04-01,Box Score,NYK,C. Anthony,J. Grant,R. Lopez,S. Vujačić,D. Williams
77,2016-04-03,Box Score,NYK,C. Early,J. Grant,R. Lopez,S. Vujačić,D. Williams
78,2016-04-06,Box Score,NYK,C. Anthony,J. Grant,R. Lopez,S. Vujačić,D. Williams
79,2016-04-08,Box Score,NYK,C. Anthony,J. Grant,R. Lopez,S. Vujačić,D. Williams
80,2016-04-10,Box Score,NYK,C. Anthony,J. Grant,R. Lopez,S. Vujačić,D. Williams
81,2016-04-12,Box Score,NYK,C. Early,J. Grant,R. Lopez,S. Vujačić,D. Williams
0,2016-10-25,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
1,2016-10-29,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
2,2016-11-01,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
3,2016-11-02,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
4,2016-11-04,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
5,2016-11-06,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
6,2016-11-09,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
7,2016-11-11,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
8,2016-11-12,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
9,2016-11-14,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
10,2016-11-16,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
11,2016-11-17,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
12,2016-11-20,Box Score,NYK,C. Anthony,C. Lee,K. O'Quinn,K. Porziņģis,D. Rose
13,2016-11-22,Box Score,NYK,C. Anthony,C. Lee,K. O'Quinn,K. Porziņģis,D. Rose
14,2016-11-25,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
15,2016-11-26,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
16,2016-11-28,Box Score,NYK,C. Anthony,C. Lee,J. Noah,K. Porziņģis,D. Rose
