,name,slug,year,Team,Lineup_name
2382,Ryan Hollins,holliry01,2016,WAS,R. Hollins
2383,Ryan Hollins,holliry01,2016,MEM,R. Hollins
2384,Rondae Hollis-Jefferson,holliro01,2016,BRK,R. Hollis-Jefferson
2385,Richaun Holmes,holmeri01,2016,PHI,R. Holmes
2386,Rodney Hood,hoodro01,2016,UTA,R. Hood
2387,Al Horford,horfoal01,2016,ATL,A. Horford
2388,Dwight Howard,howardw01,2016,HOU,D. Howard
2389,Marcelo Huertas,huertma01,2016,LAL,M. Huertas
2390,Josh Huestis,huestjo01,2016,OKC,J. Huestis
2391,Kris Humphries,humphkr01,2016,WAS,K. Humphries
2392,Kris Humphries,humphkr01,2016,PHO,K. Humphries
2393,Kris Humphries,humphkr01,2016,ATL,K. Humphries
2394,R.J. Hunter,hunterj01,2016,BOS,R. Hunter
2395,Serge Ibaka,ibakase01,2016,OKC,S. Ibaka
2396,Andre Iguodala,iguodan01,2016,GSW,A. Iguodala
2397,Ersan İlyasova,ilyaser01,2016,DET,E. İlyasova
2398,Ersan İlyasova,ilyaser01,2016,ORL,E. İlyasova
2399,Joe Ingles,inglejo01,2016,UTA,J. Ingles
2400,Damien Inglis,inglida01,2016,MIL,D. Inglis
2401,Kyrie Irving,irvinky01,2016,CLE,K. Irving
2402,Jarrett Jack,jackja01,2016,BRK,J. Jack
2403,Reggie Jackson,jacksre01,2016,DET,R. Jackson
2404,LeBron James,jamesle01,2016,CLE,L. James
2405,Al Jefferson,jeffeal01,2016,CHO,A. Jefferson
2406,Cory Jefferson,jeffeco01,2016,PHO,C. Jefferson
2407,Richard Jefferson,jefferi01,2016,CLE,R. Jefferson
2408,John Jenkins,jenkijo01,2016,DAL,J. Jenkins
2409,John Jenkins,jenkijo01,2016,PHO,J. Jenkins
2410,Brandon Jennings,jennibr01,2016,DET,B. Jennings
2411,Brandon Jennings,jennibr01,2016,ORL,B. Jennings
2412,Jonas Jerebko,jerebjo01,2016,BOS,J. Jerebko
2413,Amir Johnson,johnsam01,2016,BOS,A. Johnson
2414,Chris Johnson,johnsch04,2016,UTA,C. Johnson
2415,James Johnson,johnsja01,2016,TOR,J. Johnson
2416,Joe Johnson,johnsjo02,2016,BRK,J. Johnson
2417,Joe Johnson,johnsjo02,2016,MIA,J. Johnson
2418,Orlando Johnson,johnsor01,2016,PHO,O. Johnson
2419,Orlando Johnson,johnsor01,2016,NOP,O. Johnson
2420,Stanley Johnson,johnsst04,2016,DET,S. Johnson
2421,Tyler Johnson,johnsty01,2016,MIA,T. Johnson
2422,Wesley Johnson,johnswe01,2016,LAC,W. Johnson
2423,Nikola Jokić,jokicni01,2016,DEN,N. Jokić
2424,Dahntay Jones,jonesda02,2016,CLE,D. Jones
2425,James Jones,jonesja02,2016,CLE,J. Jones
2426,Terrence Jones,joneste01,2016,HOU,T. Jones
2427,Tyus Jones,jonesty01,2016,MIN,T. Jones
2428,DeAndre Jordan,jordade01,2016,LAC,D. Jordan
2429,Cory Joseph,josepco01,2016,TOR,C. Joseph
2430,Chris Kaman,kamanch01,2016,POR,C. Kaman
2431,Frank Kaminsky,kaminfr01,2016,CHO,F. Kaminsky
2432,Enes Kanter,kanteen01,2016,OKC,E. Kanter
2433,Sergey Karasev,karasse01,2016,BRK,S. Karasev
2434,Sasha Kaun,kaunsa01,2016,CLE,S. Kaun
2435,Ryan Kelly,kellyry01,2016,LAL,R. Kelly
2436,Michael Kidd-Gilchrist,kiddgmi01,2016,CHO,M. Kidd-Gilchrist
2437,Sean Kilpatrick,kilpase01,2016,DEN,S. Kilpatrick
2438,Sean Kilpatrick,kilpase01,2016,BRK,S. Kilpatrick
2439,Brandon Knight,knighbr03,2016,PHO,B. Knight
2440,Kyle Korver,korveky01,2016,ATL,K. Korver
2441,Kosta Koufos,koufoko01,2016,SAC,K. Koufos
2442,Jeremy Lamb,lambje01,2016,CHO,J. Lamb
2443,Carl Landry,landrca01,2016,PHI,C. Landry
2444,Shane Larkin,larkish01,2016,BRK,S. Larkin
2445,Joffrey Lauvergne,lauvejo01,2016,DEN,J. Lauvergne
2446,Zach LaVine,lavinza01,2016,MIN,Z. LaVine
2447,Ty Lawson,lawsoty01,2016,HOU,T. Lawson
2448,Ty Lawson,lawsoty01,2016,IND,T. Lawson
2449,Courtney Lee,leeco01,2016,MEM,C. Lee
2450,Courtney Lee,leeco01,2016,CHO,C. Lee
2451,David Lee,leeda02,2016,BOS,D. Lee
2452,David Lee,leeda02,2016,DAL,D. Lee
2453,Alex Len,lenal01,2016,PHO,A. Len
2454,Kawhi Leonard,leonaka01,2016,SAS,K. Leonard
2455,Meyers Leonard,leoname01,2016,POR,M. Leonard
2456,Jon Leuer,leuerjo01,2016,PHO,J. Leuer
2457,Damian Lillard,lillada01,2016,POR,D. Lillard
2458,Jeremy Lin,linje01,2016,CHO,J. Lin
2459,Shaun Livingston,livinsh01,2016,GSW,S. Livingston
2460,Kevon Looney,looneke01,2016,GSW,K. Looney
2461,Brook Lopez,lopezbr01,2016,BRK,B. Lopez
2462,Robin Lopez,lopezro01,2016,NYK,R. Lopez
2463,Kevin Love,loveke01,2016,CLE,K. Love
2464,Kyle Lowry,lowryky01,2016,TOR,K. Lowry
2465,Trey Lyles,lylestr01,2016,UTA,T. Lyles
2466,Shelvin Mack,macksh01,2016,ATL,S. Mack
2467,Shelvin Mack,macksh01,2016,UTA,S. Mack
2468,Ian Mahinmi,mahinia01,2016,IND,I. Mahinmi
2469,Devyn Marble,marblde01,2016,ORL,D. Marble
2470,Boban Marjanović,marjabo01,2016,SAS,B. Marjanović
2471,Kendall Marshall,marshke01,2016,PHI,K. Marshall
2472,Jarell Martin,martija01,2016,MEM,J. Martin
2473,Kevin Martin,martike02,2016,MIN,K. Martin
2474,Kevin Martin,martike02,2016,SAS,K. Martin
2475,Wesley Matthews,matthwe02,2016,DAL,W. Matthews
2476,O.J. Mayo,mayooj01,2016,MIL,O. Mayo
2477,Luc Mbah a Moute,mbahalu01,2016,LAC,L. Mbah a Moute
2478,James Michael McAdoo,mcadoja01,2016,GSW,J. Michael
2479,Ray McCallum,mccalra01,2016,SAS,R. McCallum
2480,Ray McCallum,mccalra01,2016,MEM,R. McCallum
2481,CJ McCollum,mccolcj01,2016,POR,C. McCollum
2482,T.J. McConnell,mccontj01,2016,PHI,T. McConnell
2483,Chris McCullough,mcculch01,2016,BRK,C. McCullough
2484,K.J. McDaniels,mcdankj01,2016,HOU,K. McDaniels
2485,Doug McDermott,mcderdo01,2016,CHI,D. McDermott
2486,Mitch McGary,mcgarmi01,2016,OKC,M. McGary
2487,JaVale McGee,mcgeeja01,2016,DAL,J. McGee
2488,Ben McLemore,mclembe01,2016,SAC,B. McLemore
2489,Jordan McRae,mcraejo01,2016,PHO,J. McRae
2490,Jordan McRae,mcraejo01,2016,CLE,J. McRae
2491,Josh McRoberts,mcrobjo01,2016,MIA,J. McRoberts
2492,Jodie Meeks,meeksjo01,2016,DET,J. Meeks
2493,Salah Mejri,mejrisa01,2016,DAL,S. Mejri
2494,Jordan Mickey,mickejo01,2016,BOS,J. Mickey
2495,Khris Middleton,middlkh01,2016,MIL,K. Middleton
2496,C.J. Miles,milescj01,2016,IND,C. Miles
2497,Andre Miller,millean02,2016,MIN,A. Miller
2498,Andre Miller,millean02,2016,SAS,A. Miller
2499,Mike Miller,millemi01,2016,DEN,M. Miller
2500,Patty Mills,millspa02,2016,SAS,P. Mills
2501,Elijah Millsap,millsel01,2016,UTA,E. Millsap
2502,Paul Millsap,millspa01,2016,ATL,P. Millsap
2503,Nikola Mirotić,mirotni01,2016,CHI,N. Mirotić
2504,Nazr Mohammed,mohamna01,2016,OKC,N. Mohammed
2505,Greg Monroe,monrogr01,2016,MIL,G. Monroe
2506,Luis Montero,montelu01,2016,POR,L. Montero
2507,E'Twaun Moore,mooreet01,2016,CHI,E. Moore
2508,Eric Moreland,moreler01,2016,SAC,E. Moreland
2509,Marcus Morris,morrima03,2016,DET,M. Morris
2510,Markieff Morris,morrima02,2016,PHO,M. Morris
2511,Markieff Morris,morrima02,2016,WAS,M. Morris
2512,Anthony Morrow,morroan01,2016,OKC,A. Morrow
2513,Donatas Motiejūnas,motiedo01,2016,HOU,D. Motiejūnas
2514,Timofey Mozgov,mozgoti01,2016,CLE,T. Mozgov
2515,Emmanuel Mudiay,mudiaem01,2016,DEN,E. Mudiay
2516,Shabazz Muhammad,muhamsh01,2016,MIN,S. Muhammad
2517,Xavier Munford,munfoxa02,2016,MEM,X. Munford
2518,Mike Muscala,muscami01,2016,ATL,M. Muscala
2519,Larry Nance,nancela02,2016,LAL,L. Nance
2520,Shabazz Napier,napiesh01,2016,ORL,S. Napier
2521,Gary Neal,nealga01,2016,WAS,G. Neal
2522,Jameer Nelson,nelsoja01,2016,DEN,J. Nelson
2523,Raul Neto,netora01,2016,UTA,R. Neto
2524,Andrew Nicholson,nichoan01,2016,ORL,A. Nicholson
2525,Joakim Noah,noahjo01,2016,CHI,J. Noah
2526,Nerlens Noel,noelne01,2016,PHI,N. Noel
2527,Lucas Nogueira,noguelu01,2016,TOR,L. Nogueira
2528,Steve Novak,novakst01,2016,OKC,S. Novak
2529,Steve Novak,novakst01,2016,MIL,S. Novak
2530,Dirk Nowitzki,nowitdi01,2016,DAL,D. Nowitzki
2531,Jusuf Nurkić,nurkiju01,2016,DEN,J. Nurkić
2532,J.J. O'Brien,obriejj01,2016,UTA,J. O'Brien
2533,Johnny O'Bryant,obryajo01,2016,MIL,J. O'Bryant
2534,Kyle O'Quinn,oquinky01,2016,NYK,K. O'Quinn
2535,Jahlil Okafor,okafoja01,2016,PHI,J. Okafor
2536,Victor Oladipo,oladivi01,2016,ORL,V. Oladipo
2537,Kelly Olynyk,olynyke01,2016,BOS,K. Olynyk
2538,Kelly Oubre,oubreke01,2016,WAS,K. Oubre
2539,Zaza Pachulia,pachuza01,2016,DAL,Z. Pachulia
2540,Kostas Papanikolaou,papanko01,2016,DEN,K. Papanikolaou
2541,Jabari Parker,parkeja01,2016,MIL,J. Parker
2542,Tony Parker,parketo01,2016,SAS,T. Parker
2543,Chandler Parsons,parsoch01,2016,DAL,C. Parsons
2544,Lamar Patterson,pattela01,2016,ATL,L. Patterson
2545,Patrick Patterson,pattepa01,2016,TOR,P. Patterson
2546,Chris Paul,paulch01,2016,LAC,C. Paul
2547,Adreian Payne,paynead01,2016,MIN,A. Payne
2548,Cameron Payne,payneca01,2016,OKC,C. Payne
2549,Elfrid Payton,paytoel01,2016,ORL,E. Payton
2550,Nikola Peković,pekovni01,2016,MIN,N. Peković
2551,Kendrick Perkins,perkike01,2016,NOP,K. Perkins
2552,Paul Pierce,piercpa01,2016,LAC,P. Pierce
2553,Tibor Pleiß,pleisti01,2016,UTA,T. Pleiß
2554,Mason Plumlee,plumlma01,2016,POR,M. Plumlee
2555,Miles Plumlee,plumlmi01,2016,MIL,M. Plumlee
2556,Otto Porter,porteot01,2016,WAS,O. Porter
2557,Bobby Portis,portibo01,2016,CHI,B. Portis
2558,Kristaps Porziņģis,porzikr01,2016,NYK,K. Porziņģis
2559,Dwight Powell,poweldw01,2016,DAL,D. Powell
2560,Norman Powell,powelno01,2016,TOR,N. Powell
2561,Phil Pressey,pressph01,2016,PHI,P. Pressey
2562,Phil Pressey,pressph01,2016,PHO,P. Pressey
2563,Ronnie Price,pricero01,2016,PHO,R. Price
2564,Pablo Prigioni,prigipa01,2016,LAC,P. Prigioni
2565,Tayshaun Prince,princta01,2016,MIN,T. Prince
2566,Julius Randle,randlju01,2016,LAL,J. Randle
2567,Zach Randolph,randoza01,2016,MEM,Z. Randolph
2568,J.J. Redick,redicjj01,2016,LAC,J. Redick
2569,Willie Reed,reedwi02,2016,BRK,W. Reed
2570,Josh Richardson,richajo01,2016,MIA,J. Richardson
2571,Austin Rivers,riverau01,2016,LAC,A. Rivers
2572,Andre Roberson,roberan03,2016,OKC,A. Roberson
2573,Brian Roberts,roberbr01,2016,CHO,B. Roberts
2574,Brian Roberts,roberbr01,2016,POR,B. Roberts
2575,Glenn Robinson,robingl02,2016,IND,G. Robinson
2576,Nate Robinson,robinna01,2016,NOP,N. Robinson
2577,Thomas Robinson,robinth01,2016,BRK,T. Robinson
2578,Rajon Rondo,rondora01,2016,SAC,R. Rondo
2579,Derrick Rose,rosede01,2016,CHI,D. Rose
2580,Terrence Ross,rosste01,2016,TOR,T. Ross
2581,Terry Rozier,roziete01,2016,BOS,T. Rozier
2582,Ricky Rubio,rubiori01,2016,MIN,R. Rubio
2583,Damjan Rudež,rudezda01,2016,MIN,D. Rudež
2584,Brandon Rush,rushbr01,2016,GSW,B. Rush
2585,D'Angelo Russell,russeda01,2016,LAL,D. Russell
2586,Robert Sacre,sacrero01,2016,LAL,R. Sacre
2587,JaKarr Sampson,sampsja02,2016,PHI,J. Sampson
2588,JaKarr Sampson,sampsja02,2016,DEN,J. Sampson
2589,Dennis Schröder,schrode01,2016,ATL,D. Schröder
2590,Luis Scola,scolalu01,2016,TOR,L. Scola
2591,Mike Scott,scottmi01,2016,ATL,M. Scott
2592,Thabo Sefolosha,sefolth01,2016,ATL,T. Sefolosha
2593,Kevin Séraphin,serapke01,2016,NYK,K. Séraphin
2594,Ramon Sessions,sessira01,2016,WAS,R. Sessions
2595,Iman Shumpert,shumpim01,2016,CLE,I. Shumpert
2596,Jonathon Simmons,simmojo02,2016,SAS,J. Simmons
2597,Henry Sims,simshe01,2016,BRK,H. Sims
2598,Kyle Singler,singlky01,2016,OKC,K. Singler
2599,Donald Sloan,sloando01,2016,BRK,D. Sloan
2600,Marcus Smart,smartma01,2016,BOS,M. Smart
2601,Greg Smith,smithgr02,2016,MIN,G. Smith
2602,Ish Smith,smithis01,2016,NOP,I. Smith
2603,Ish Smith,smithis01,2016,PHI,I. Smith
2604,J.R. Smith,smithjr01,2016,CLE,J. Smith
2605,Jason Smith,smithja02,2016,ORL,J. Smith
2606,Josh Smith,smithjo03,2016,LAC,J. Smith
2607,Josh Smith,smithjo03,2016,HOU,J. Smith
2608,Russ Smith,smithru01,2016,MEM,R. Smith
2609,Tony Snell,snellto01,2016,CHI,T. Snell
2610,Marreese Speights,speigma01,2016,GSW,M. Speights
2611,Tiago Splitter,splitti01,2016,ATL,T. Splitter
2612,Nik Stauskas,stausni01,2016,PHI,N. Stauskas
2613,Lance Stephenson,stephla01,2016,LAC,L. Stephenson
2614,Lance Stephenson,stephla01,2016,MEM,L. Stephenson
2615,Alex Stepheson,stephal01,2016,LAC,A. Stepheson
2616,Alex Stepheson,stephal01,2016,MEM,A. Stepheson
2617,Jarnell Stokes,stokeja01,2016,MEM,J. Stokes
2618,Jarnell Stokes,stokeja01,2016,MIA,J. Stokes
2619,Amar'e Stoudemire,stoudam01,2016,MIA,A. Stoudemire
2620,Rodney Stuckey,stuckro01,2016,IND,R. Stuckey
2621,Jared Sullinger,sullija01,2016,BOS,J. Sullinger
2622,Edy Tavares,tavarwa01,2016,ATL,E. Tavares
2623,Jeff Teague,teaguje01,2016,ATL,J. Teague
2624,Mirza Teletović,teletmi01,2016,PHO,M. Teletović
2625,Garrett Temple,templga01,2016,WAS,G. Temple
2626,Jason Terry,terryja01,2016,HOU,J. Terry
2627,Isaiah Thomas,thomais02,2016,BOS,I. Thomas
2628,Lance Thomas,thomala01,2016,NYK,L. Thomas
2629,Hollis Thompson,thompho01,2016,PHI,H. Thompson
2630,Jason Thompson,thompja02,2016,GSW,J. Thompson
2631,Jason Thompson,thompja02,2016,TOR,J. Thompson
2632,Klay Thompson,thompkl01,2016,GSW,K. Thompson
2633,Tristan Thompson,thomptr01,2016,CLE,T. Thompson
2634,Marcus Thornton,thornma01,2016,HOU,M. Thornton
2635,Marcus Thornton,thornma01,2016,WAS,M. Thornton
2636,Anthony Tolliver,tollian01,2016,DET,A. Tolliver
2637,Axel Toupane,toupaax01,2016,DEN,A. Toupane
2638,Karl-Anthony Towns,townska01,2016,MIN,K. Towns
2639,P.J. Tucker,tuckepj01,2016,PHO,P. Tucker
2640,Evan Turner,turneev01,2016,BOS,E. Turner
2641,Myles Turner,turnemy01,2016,IND,M. Turner
2642,Beno Udrih,udrihbe01,2016,MEM,B. Udrih
2643,Beno Udrih,udrihbe01,2016,MIA,B. Udrih
2644,Jonas Valančiūnas,valanjo01,2016,TOR,J. Valančiūnas
2645,Anderson Varejão,varejan01,2016,CLE,A. Varejão
2646,Anderson Varejão,varejan01,2016,GSW,A. Varejão
2647,Greivis Vásquez,vasqugr01,2016,MIL,G. Vásquez
2648,Rashad Vaughn,vaughra01,2016,MIL,R. Vaughn
2649,Charlie Villanueva,villach01,2016,DAL,C. Villanueva
2650,Noah Vonleh,vonleno01,2016,POR,N. Vonleh
2651,Nikola Vučević,vucevni01,2016,ORL,N. Vučević
2652,Sasha Vujačić,vujacsa01,2016,NYK,S. Vujačić
2653,Dwyane Wade,wadedw01,2016,MIA,D. Wade
2654,Dion Waiters,waitedi01,2016,OKC,D. Waiters
2655,Kemba Walker,walkeke02,2016,CHO,K. Walker
2656,John Wall,walljo01,2016,WAS,J. Wall
2657,T.J. Warren,warretj01,2016,PHO,T. Warren
2658,C.J. Watson,watsocj01,2016,ORL,C. Watson
2659,Briante Weber,weberbr01,2016,MEM,B. Weber
2660,Briante Weber,weberbr01,2016,MIA,B. Weber
2661,Sonny Weems,weemsso01,2016,PHO,S. Weems
2662,Sonny Weems,weemsso01,2016,PHI,S. Weems
2663,David West,westda01,2016,SAS,D. West
2664,Russell Westbrook,westbru01,2016,OKC,R. Westbrook
2665,Hassan Whiteside,whiteha01,2016,MIA,H. Whiteside
2666,Shayne Whittington,whittsh01,2016,IND,S. Whittington
2667,Andrew Wiggins,wiggian01,2016,MIN,A. Wiggins
2668,C.J. Wilcox,wilcocj01,2016,LAC,C. Wilcox
2669,Alan Williams,willial03,2016,PHO,A. Williams
2670,Deron Williams,willide01,2016,DAL,D. Williams
2671,Derrick Williams,willide02,2016,NYK,D. Williams
2672,Elliot Williams,williel01,2016,MEM,E. Williams
2673,Lou Williams,willilo02,2016,LAL,L. Williams
2674,Marvin Williams,willima02,2016,CHO,M. Williams
2675,Mo Williams,willima01,2016,CLE,M. Williams
2676,Justise Winslow,winslju01,2016,MIA,J. Winslow
2677,Jeff Withey,witheje01,2016,UTA,J. Withey
2678,Christian Wood,woodch01,2016,PHI,C. Wood
2679,Metta World Peace,artesro01,2016,LAL,M. World
2680,Brandan Wright,wrighbr03,2016,MEM,B. Wright
2681,Delon Wright,wrighde01,2016,TOR,D. Wright
2682,Tony Wroten,wroteto01,2016,PHI,T. Wroten
2683,James Young,youngja01,2016,BOS,J. Young
2684,Joe Young,youngjo01,2016,IND,J. Young
2685,Nick Young,youngni01,2016,LAL,N. Young
2686,Thaddeus Young,youngth01,2016,BRK,T. Young
2687,Cody Zeller,zelleco01,2016,CHO,C. Zeller
2688,Tyler Zeller,zellety01,2016,BOS,T. Zeller
2689,Álex Abrines,abrinal01,2017,OKC,Á. Abrines
2690,Quincy Acy,acyqu01,2017,DAL,Q. Acy
2691,Quincy Acy,acyqu01,2017,BRK,Q. Acy
2692,Steven Adams,adamsst01,2017,OKC,S. Adams
2693,Arron Afflalo,afflaar01,2017,SAC,A. Afflalo
2694,Alexis Ajinça,ajincal01,2017,NOP,A. Ajinça
2695,Cole Aldrich,aldrico01,2017,MIN,C. Aldrich
2696,LaMarcus Aldridge,aldrila01,2017,SAS,L. Aldridge
2697,Lavoy Allen,allenla01,2017,IND,L. Allen
2698,Tony Allen,allento01,2017,MEM,T. Allen
2699,Al-Farouq Aminu,aminual01,2017,POR,A. Aminu
2700,Chris Andersen,anderch01,2017,CLE,C. Andersen
2701,Alan Anderson,anderal01,2017,LAC,A. Anderson
2702,Justin Anderson,anderju01,2017,DAL,J. Anderson
2703,Justin Anderson,anderju01,2017,PHI,J. Anderson
2704,Kyle Anderson,anderky01,2017,SAS,K. Anderson
2705,Ryan Anderson,anderry01,2017,HOU,R. Anderson
2706,Giannis Antetokounmpo,antetgi01,2017,MIL,G. Antetokounmpo
2707,Carmelo Anthony,anthoca01,2017,NYK,C. Anthony
2708,Joel Anthony,anthojo01,2017,SAS,J. Anthony
2709,Trevor Ariza,arizatr01,2017,HOU,T. Ariza
2710,Darrell Arthur,arthuda01,2017,DEN,D. Arthur
2711,Ömer Aşık,asikom01,2017,NOP,Ö. Aşık
2712,D.J. Augustin,augusdj01,2017,ORL,D. Augustin
2713,Luke Babbitt,babbilu01,2017,MIA,L. Babbitt
2714,Ron Baker,bakerro01,2017,NYK,R. Baker
2715,Wade Baldwin,baldwwa01,2017,MEM,W. Baldwin
2716,Leandro Barbosa,barbole01,2017,PHO,L. Barbosa
2717,J.J. Barea,bareajo01,2017,DAL,J. Barea
2718,Harrison Barnes,barneha02,2017,DAL,H. Barnes
2719,Matt Barnes,barnema02,2017,SAC,M. Barnes
2720,Matt Barnes,barnema02,2017,GSW,M. Barnes
2721,Will Barton,bartowi01,2017,DEN,W. Barton
2722,Brandon Bass,bassbr01,2017,LAC,B. Bass
2723,Nicolas Batum,batumni01,2017,CHO,N. Batum
2724,Jerryd Bayless,bayleje01,2017,PHI,J. Bayless
2725,Aron Baynes,baynear01,2017,DET,A. Baynes
2726,Kent Bazemore,bazemke01,2017,ATL,K. Bazemore
2727,Bradley Beal,bealbr01,2017,WAS,B. Beal
2728,Malik Beasley,beaslma01,2017,DEN,M. Beasley
2729,Michael Beasley,beaslmi01,2017,MIL,M. Beasley
2730,Marco Belinelli,belinma01,2017,CHO,M. Belinelli
2731,DeAndre' Bembry,bembrde01,2017,ATL,D. Bembry
2732,Dragan Bender,bendedr01,2017,PHO,D. Bender
2733,Anthony Bennett,bennean01,2017,BRK,A. Bennett
2734,Ben Bentil,bentibe01,2017,DAL,B. Bentil
2735,Dāvis Bertāns,bertada01,2017,SAS,D. Bertāns
2736,Patrick Beverley,beverpa01,2017,HOU,P. Beverley
2737,Bismack Biyombo,biyombi01,2017,ORL,B. Biyombo
2738,Nemanja Bjelica,bjeline01,2017,MIN,N. Bjelica
2739,Tarik Black,blackta01,2017,LAL,T. Black
2740,Eric Bledsoe,bledser01,2017,PHO,E. Bledsoe
2741,Bojan Bogdanović,bogdabo02,2017,BRK,B. Bogdanović
2742,Bojan Bogdanović,bogdabo02,2017,WAS,B. Bogdanović
2743,Andrew Bogut,bogutan01,2017,DAL,A. Bogut
2744,Andrew Bogut,bogutan01,2017,CLE,A. Bogut
2745,Joel Bolomboy,bolomjo01,2017,UTA,J. Bolomboy
2746,Devin Booker,bookede01,2017,PHO,D. Booker
2747,Trevor Booker,booketr01,2017,BRK,T. Booker
2748,Avery Bradley,bradlav01,2017,BOS,A. Bradley
2749,Corey Brewer,breweco01,2017,HOU,C. Brewer
2750,Corey Brewer,breweco01,2017,LAL,C. Brewer
2751,Malcolm Brogdon,brogdma01,2017,MIL,M. Brogdon
2752,Aaron Brooks,brookaa01,2017,IND,A. Brooks
2753,Anthony Brown,brownan02,2017,NOP,A. Brown
2754,Anthony Brown,brownan02,2017,ORL,A. Brown
2755,Bobby Brown,brownbo02,2017,HOU,B. Brown
2756,Jaylen Brown,brownja02,2017,BOS,J. Brown
2757,Nicolás Brussino,brussni01,2017,DAL,N. Brussino
2758,Reggie Bullock,bullore01,2017,DET,R. Bullock
2759,Trey Burke,burketr01,2017,WAS,T. Burke
2760,Alec Burks,burksal01,2017,UTA,A. Burks
2761,Jimmy Butler,butleji01,2017,CHI,J. Butler
2762,Bruno Caboclo,cabocbr01,2017,TOR,B. Caboclo
2763,José Calderón,caldejo01,2017,LAL,J. Calderón
2764,José Calderón,caldejo01,2017,ATL,J. Calderón
2765,Kentavious Caldwell-Pope,caldwke01,2017,DET,K. Caldwell-Pope
2766,Isaiah Canaan,canaais01,2017,CHI,I. Canaan
2767,Clint Capela,capelca01,2017,HOU,C. Capela
2768,DeMarre Carroll,carrode01,2017,TOR,D. Carroll
2769,Vince Carter,cartevi01,2017,MEM,V. Carter
2770,Michael Carter-Williams,cartemi01,2017,CHI,M. Carter-Williams
2771,Omri Casspi,casspom01,2017,SAC,O. Casspi
2772,Omri Casspi,casspom01,2017,NOP,O. Casspi
2773,Omri Casspi,casspom01,2017,MIN,O. Casspi
2774,Willie Cauley-Stein,caulewi01,2017,SAC,W. Cauley-Stein
2775,Tyson Chandler,chandty01,2017,PHO,T. Chandler
2776,Wilson Chandler,chandwi01,2017,DEN,W. Chandler
2777,Marquese Chriss,chrisma01,2017,PHO,M. Chriss
2778,Rakeem Christmas,chrisra01,2017,IND,R. Christmas
2779,Semaj Christon,chrisse01,2017,OKC,S. Christon
2780,Ian Clark,clarkia01,2017,GSW,I. Clark
2781,Jordan Clarkson,clarkjo01,2017,LAL,J. Clarkson
2782,Norris Cole,coleno01,2017,OKC,N. Cole
2783,Darren Collison,collida01,2017,SAC,D. Collison
2784,Nick Collison,collini01,2017,OKC,N. Collison
2785,Mike Conley,conlemi01,2017,MEM,M. Conley
2786,Pat Connaughton,connapa01,2017,POR,P. Connaughton
2787,Quinn Cook,cookqu01,2017,DAL,Q. Cook
2788,Quinn Cook,cookqu01,2017,NOP,Q. Cook
2789,DeMarcus Cousins,couside01,2017,SAC,D. Cousins
2790,DeMarcus Cousins,couside01,2017,NOP,D. Cousins
2791,Robert Covington,covinro01,2017,PHI,R. Covington
2792,Allen Crabbe,crabbal01,2017,POR,A. Crabbe
2793,Jamal Crawford,crawfja01,2017,LAC,J. Crawford
2794,Jordan Crawford,crawfjo02,2017,NOP,J. Crawford
2795,Jae Crowder,crowdja01,2017,BOS,J. Crowder
2796,Dante Cunningham,cunnida01,2017,NOP,D. Cunningham
2797,Seth Curry,curryse01,2017,DAL,S. Curry
2798,Stephen Curry,curryst01,2017,GSW,S. Curry
2799,Troy Daniels,danietr01,2017,MEM,T. Daniels
2800,Anthony Davis,davisan02,2017,NOP,A. Davis
2801,Deyonta Davis,davisde01,2017,MEM,D. Davis
2802,Ed Davis,davised01,2017,POR,E. Davis
2803,Dewayne Dedmon,dedmode01,2017,SAS,D. Dedmon
2804,Sam Dekker,dekkesa01,2017,HOU,S. Dekker
2805,Malcolm Delaney,delanma01,2017,ATL,M. Delaney
2806,Matthew Dellavedova,dellama01,2017,MIL,M. Dellavedova
2807,Luol Deng,denglu01,2017,LAL,L. Deng
2808,DeMar DeRozan,derozde01,2017,TOR,D. DeRozan
2809,Cheick Diallo,diallch01,2017,NOP,C. Diallo
2810,Boris Diaw,diawbo01,2017,UTA,B. Diaw
2811,Gorgui Dieng,dienggo01,2017,MIN,G. Dieng
2812,Spencer Dinwiddie,dinwisp01,2017,BRK,S. Dinwiddie
2813,Toney Douglas,douglto01,2017,MEM,T. Douglas
2814,Goran Dragić,dragigo01,2017,MIA,G. Dragić
2815,Andre Drummond,drumman01,2017,DET,A. Drummond
2816,Jared Dudley,dudleja01,2017,PHO,J. Dudley
2817,Mike Dunleavy,dunlemi02,2017,CLE,M. Dunleavy
2818,Mike Dunleavy,dunlemi02,2017,ATL,M. Dunleavy
2819,Kris Dunn,dunnkr01,2017,MIN,K. Dunn
2820,Kevin Durant,duranke01,2017,GSW,K. Durant
2821,Jarell Eddie,eddieja01,2017,PHO,J. Eddie
2822,Henry Ellenson,ellenhe01,2017,DET,H. Ellenson
2823,Wayne Ellington,ellinwa01,2017,MIA,W. Ellington
2824,Monta Ellis,ellismo01,2017,IND,M. Ellis
2825,Joel Embiid,embiijo01,2017,PHI,J. Embiid
2826,James Ennis,ennisja01,2017,MEM,J. Ennis
2827,Tyler Ennis,ennisty01,2017,HOU,T. Ennis
2828,Tyler Ennis,ennisty01,2017,LAL,T. Ennis
2829,Tyreke Evans,evansty01,2017,NOP,T. Evans
