,date,Team,Player1,Player2,Player3,Player4,Player5,game_id,Location,Outcome,spread
1983,2017-02-10,CHI,J. Butler,T. Gibson,J. Grant,R. Lopez,D. Wade,6066,AWAY,LOSS,18.0
6868,2017-02-10,LAL,T. Black,B. Ingram,J. Randle,D. Russell,N. Young,6063,AWAY,WIN,8.0
12854,2017-02-10,SAC,A. Afflalo,D. Collison,D. Cousins,K. Koufos,B. McLemore,6067,HOME,WIN,1.0
8500,2017-02-10,MIL,G. Antetokounmpo,M. Dellavedova,J. Henson,T. Maker,T. Snell,6063,HOME,LOSS,8.0
9049,2017-02-10,MIN,G. Dieng,R. Rubio,B. Rush,K. Towns,A. Wiggins,6064,HOME,LOSS,16.0
13394,2017-02-10,SAS,L. Aldridge,D. Dedmon,D. Green,K. Leonard,T. Parker,6060,AWAY,WIN,11.0
17612,2017-02-10,NOP,D. Cunningham,A. Davis,B. Hield,S. Hill,J. Holiday,6064,AWAY,WIN,16.0
9594,2017-02-10,NYK,C. Anthony,B. Jennings,C. Lee,K. Porziņģis,D. Rose,6061,HOME,LOSS,8.0
4693,2017-02-10,GSW,S. Curry,K. Durant,D. Green,J. McGee,K. Thompson,6062,AWAY,WIN,15.0
15025,2017-02-10,WAS,B. Beal,M. Gortat,M. Morris,O. Porter,J. Wall,6065,HOME,WIN,5.0
7957,2017-02-10,MIA,L. Babbitt,G. Dragić,W. Ellington,R. McGruder,H. Whiteside,6059,AWAY,WIN,9.0
5778,2017-02-10,IND,L. Allen,P. George,C. Miles,J. Teague,M. Turner,6065,AWAY,LOSS,5.0
5779,2017-02-11,IND,L. Allen,P. George,C. Miles,J. Teague,M. Turner,6069,HOME,LOSS,16.0
17068,2017-02-11,CHO,N. Batum,F. Kaminsky,M. Kidd-Gilchrist,K. Walker,M. Williams,6068,HOME,LOSS,5.0
11223,2017-02-11,PHI,R. Covington,G. Henderson,E. İlyasova,T. McConnell,N. Noel,6071,HOME,WIN,8.0
4694,2017-02-11,GSW,S. Curry,K. Durant,D. Green,J. McGee,K. Thompson,6072,AWAY,WIN,16.0
3610,2017-02-11,DEN,D. Arthur,W. Chandler,G. Harris,N. Jokić,J. Nelson,6070,AWAY,LOSS,16.0
7958,2017-02-11,MIA,L. Babbitt,G. Dragić,W. Ellington,R. McGruder,H. Whiteside,6071,AWAY,LOSS,8.0
3068,2017-02-11,DAL,H. Barnes,S. Curry,W. Matthews,D. Nowitzki,D. Williams,6073,HOME,WIN,32.0
5240,2017-02-11,HOU,R. Anderson,T. Ariza,P. Beverley,C. Capela,J. Harden,6074,HOME,WIN,31.0
14481,2017-02-11,UTA,D. Favors,R. Gobert,G. Hayward,G. Hill,J. Ingles,6075,HOME,LOSS,8.0
8501,2017-02-11,MIL,G. Antetokounmpo,M. Beasley,M. Dellavedova,T. Maker,T. Snell,6069,AWAY,WIN,16.0
11766,2017-02-11,PHO,D. Booker,M. Chriss,B. Knight,A. Len,T. Warren,6074,AWAY,LOSS,31.0
6322,2017-02-11,LAC,B. Griffin,D. Jordan,L. Mbah a Moute,J. Redick,A. Rivers,6068,AWAY,WIN,5.0
2524,2017-02-11,CLE,K. Irving,L. James,D. Liggins,K. Love,T. Thompson,6070,HOME,WIN,16.0
895,2017-02-11,BOS,J. Brown,A. Horford,A. Johnson,M. Smart,I. Thomas,6075,AWAY,WIN,8.0
10682,2017-02-11,ORL,E. Fournier,M. Hezonja,S. Ibaka,N. Vučević,C. Watson,6073,AWAY,LOSS,32.0
10138,2017-02-11,OKC,S. Adams,V. Oladipo,A. Roberson,D. Sabonis,R. Westbrook,6072,HOME,LOSS,16.0
17613,2017-02-12,NOP,D. Cunningham,A. Davis,B. Hield,S. Hill,J. Holiday,6079,AWAY,LOSS,6.0
4152,2017-02-12,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris,6078,AWAY,WIN,1.0
9595,2017-02-12,NYK,C. Anthony,W. Hernangómez,C. Lee,K. Porziņģis,D. Rose,6077,HOME,WIN,4.0
13395,2017-02-12,SAS,L. Aldridge,D. Dedmon,D. Green,K. Leonard,T. Parker,6077,AWAY,LOSS,4.0
12855,2017-02-12,SAC,A. Afflalo,D. Collison,D. Cousins,K. Koufos,B. McLemore,6079,HOME,WIN,6.0
13939,2017-02-12,TOR,D. Carroll,D. DeRozan,K. Lowry,J. Pöltl,J. Valančiūnas,6078,HOME,LOSS,1.0
9050,2017-02-12,MIN,G. Dieng,R. Rubio,B. Rush,K. Towns,A. Wiggins,6076,HOME,WIN,28.0
1984,2017-02-12,CHI,M. Carter-Williams,T. Gibson,J. Grant,R. Lopez,D. McDermott,6076,AWAY,LOSS,28.0
896,2017-02-13,BOS,J. Crowder,A. Horford,A. Johnson,M. Smart,I. Thomas,6086,AWAY,WIN,13.0
13396,2017-02-13,SAS,L. Aldridge,D. Dedmon,D. Green,K. Leonard,T. Parker,6081,AWAY,WIN,4.0
17069,2017-02-13,CHO,N. Batum,F. Kaminsky,M. Kidd-Gilchrist,K. Walker,M. Williams,6080,HOME,LOSS,6.0
12311,2017-02-13,POR,M. Harkless,M. Leonard,D. Lillard,C. McCollum,N. Vonleh,6090,HOME,LOSS,5.0
10683,2017-02-13,ORL,E. Fournier,A. Gordon,S. Ibaka,N. Vučević,C. Watson,6083,AWAY,WIN,9.0
14482,2017-02-13,UTA,D. Favors,R. Gobert,G. Hayward,G. Hill,J. Ingles,6089,HOME,LOSS,16.0
10139,2017-02-13,OKC,S. Adams,V. Oladipo,A. Roberson,D. Sabonis,R. Westbrook,6085,AWAY,LOSS,22.0
4695,2017-02-13,GSW,S. Curry,K. Durant,D. Green,P. McCaw,J. McGee,6087,AWAY,LOSS,22.0
353,2017-02-13,ATL,K. Bazemore,T. Hardaway,D. Howard,P. Millsap,D. Schröder,6090,AWAY,WIN,5.0
3611,2017-02-13,DEN,W. Barton,G. Harris,J. Hernangómez,N. Jokić,J. Nelson,6087,HOME,WIN,22.0
1439,2017-02-13,BRK,B. Bogdanović,S. Dinwiddie,R. Foye,R. Hollis-Jefferson,B. Lopez,6082,HOME,LOSS,9.0
4153,2017-02-13,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris,6084,AWAY,LOSS,13.0
6323,2017-02-13,LAC,B. Griffin,D. Jordan,L. Mbah a Moute,J. Redick,A. Rivers,6089,AWAY,WIN,16.0
11224,2017-02-13,PHI,R. Covington,G. Henderson,E. İlyasova,T. McConnell,N. Noel,6080,AWAY,WIN,6.0
11767,2017-02-13,PHO,E. Bledsoe,D. Booker,T. Chandler,M. Chriss,T. Warren,6088,HOME,LOSS,2.0
3069,2017-02-13,DAL,H. Barnes,S. Curry,W. Matthews,D. Nowitzki,D. Williams,6086,HOME,LOSS,13.0
7959,2017-02-13,MIA,L. Babbitt,G. Dragić,R. McGruder,D. Waiters,H. Whiteside,6083,HOME,LOSS,9.0
8502,2017-02-13,MIL,G. Antetokounmpo,M. Beasley,M. Dellavedova,T. Maker,T. Snell,6084,HOME,WIN,13.0
7415,2017-02-13,MEM,M. Conley,J. Ennis,M. Gasol,J. Green,C. Parsons,6082,AWAY,WIN,9.0
5780,2017-02-13,IND,P. George,G. Robinson,K. Séraphin,J. Teague,M. Turner,6081,HOME,LOSS,4.0
15026,2017-02-13,WAS,B. Beal,M. Gortat,M. Morris,O. Porter,J. Wall,6085,HOME,WIN,22.0
17614,2017-02-13,NOP,A. Ajinça,A. Davis,B. Hield,S. Hill,J. Holiday,6088,AWAY,WIN,2.0
13940,2017-02-14,TOR,D. Carroll,D. DeRozan,K. Lowry,J. Pöltl,J. Valančiūnas,6091,AWAY,LOSS,11.0
9051,2017-02-14,MIN,G. Dieng,R. Rubio,B. Rush,K. Towns,A. Wiggins,6092,HOME,LOSS,8.0
12856,2017-02-14,SAC,A. Afflalo,D. Collison,D. Cousins,K. Koufos,B. McLemore,6093,AWAY,WIN,1.0
2525,2017-02-14,CLE,C. Frye,K. Irving,L. James,I. Shumpert,T. Thompson,6092,AWAY,WIN,8.0
6869,2017-02-14,LAL,T. Black,B. Ingram,J. Randle,D. Russell,N. Young,6093,HOME,LOSS,1.0
1985,2017-02-14,CHI,J. Butler,M. Carter-Williams,T. Gibson,J. Grant,R. Lopez,6091,HOME,WIN,11.0
17615,2017-02-15,NOP,A. Ajinça,A. Davis,B. Hield,S. Hill,J. Holiday,6101,AWAY,WIN,4.0
6324,2017-02-15,LAC,B. Griffin,D. Jordan,L. Mbah a Moute,J. Redick,A. Rivers,6107,HOME,WIN,15.0
14483,2017-02-15,UTA,D. Favors,R. Gobert,G. Hayward,G. Hill,J. Ingles,6104,HOME,WIN,23.0
5241,2017-02-15,HOU,R. Anderson,T. Ariza,P. Beverley,C. Capela,J. Harden,6100,HOME,LOSS,8.0
9052,2017-02-15,MIN,G. Dieng,R. Rubio,B. Rush,K. Towns,A. Wiggins,6102,AWAY,WIN,13.0
4154,2017-02-15,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris,6098,HOME,WIN,7.0
11225,2017-02-15,PHI,R. Covington,G. Henderson,E. İlyasova,T. McConnell,N. Noel,6096,AWAY,LOSS,8.0
11768,2017-02-15,PHO,E. Bledsoe,D. Booker,T. Chandler,M. Chriss,T. Warren,6103,HOME,WIN,36.0
17070,2017-02-15,CHO,N. Batum,F. Kaminsky,M. Kidd-Gilchrist,K. Walker,M. Williams,6099,AWAY,LOSS,5.0
13397,2017-02-15,SAS,L. Aldridge,D. Dedmon,D. Green,K. Leonard,T. Parker,6095,AWAY,WIN,28.0
8503,2017-02-15,MIL,G. Antetokounmpo,M. Beasley,M. Dellavedova,T. Maker,T. Snell,6097,AWAY,WIN,4.0
5781,2017-02-15,IND,P. George,G. Robinson,K. Séraphin,J. Teague,M. Turner,6094,AWAY,LOSS,9.0
10684,2017-02-15,ORL,E. Fournier,A. Gordon,J. Green,N. Vučević,C. Watson,6095,HOME,LOSS,28.0
7960,2017-02-15,MIA,L. Babbitt,G. Dragić,R. McGruder,D. Waiters,H. Whiteside,6100,AWAY,WIN,8.0
10140,2017-02-15,OKC,S. Adams,V. Oladipo,A. Roberson,D. Sabonis,R. Westbrook,6105,HOME,WIN,11.0
9596,2017-02-15,NYK,C. Anthony,W. Hernangómez,C. Lee,K. Porziņģis,D. Rose,6105,AWAY,LOSS,11.0
6870,2017-02-15,LAL,T. Black,B. Ingram,J. Randle,D. Russell,N. Young,6103,AWAY,LOSS,36.0
12857,2017-02-15,SAC,A. Afflalo,D. Collison,D. Cousins,K. Koufos,B. McLemore,6106,AWAY,LOSS,23.0
897,2017-02-15,BOS,J. Crowder,A. Horford,A. Johnson,M. Smart,I. Thomas,6096,HOME,WIN,8.0
3070,2017-02-15,DAL,H. Barnes,S. Curry,W. Matthews,D. Nowitzki,D. Williams,6098,AWAY,LOSS,7.0
7416,2017-02-15,MEM,T. Allen,M. Conley,M. Gasol,J. Green,C. Parsons,6101,HOME,LOSS,4.0
354,2017-02-15,ATL,K. Bazemore,T. Hardaway,D. Howard,P. Millsap,D. Schröder,6107,AWAY,LOSS,15.0
13941,2017-02-15,TOR,D. Carroll,D. DeRozan,K. Lowry,N. Powell,J. Valančiūnas,6099,HOME,WIN,5.0
2526,2017-02-15,CLE,C. Frye,K. Irving,L. James,I. Shumpert,T. Thompson,6094,HOME,WIN,9.0
12312,2017-02-15,POR,E. Davis,M. Harkless,M. Leonard,D. Lillard,C. McCollum,6104,AWAY,LOSS,23.0
4696,2017-02-15,GSW,S. Curry,K. Durant,D. Green,J. McGee,K. Thompson,6106,HOME,WIN,23.0
3612,2017-02-15,DEN,G. Harris,J. Hernangómez,N. Jokić,J. Nelson,M. Plumlee,6102,HOME,LOSS,13.0
1440,2017-02-15,BRK,B. Bogdanović,S. Dinwiddie,R. Foye,R. Hollis-Jefferson,B. Lopez,6097,HOME,LOSS,4.0
1986,2017-02-16,CHI,J. Butler,M. Carter-Williams,T. Gibson,J. Grant,R. Lopez,6109,HOME,WIN,1.0
15027,2017-02-16,WAS,B. Beal,M. Gortat,M. Morris,O. Porter,J. Wall,6108,AWAY,WIN,13.0
898,2017-02-16,BOS,J. Crowder,A. Horford,A. Johnson,M. Smart,I. Thomas,6109,AWAY,LOSS,1.0
5782,2017-02-16,IND,P. George,G. Robinson,K. Séraphin,J. Teague,M. Turner,6108,HOME,LOSS,13.0
9597,2017-02-23,NYK,C. Anthony,W. Hernangómez,C. Lee,K. Porziņģis,D. Rose,6112,AWAY,LOSS,15.0
3613,2017-02-23,DEN,K. Faried,D. Gallinari,G. Harris,N. Jokić,J. Nelson,6115,AWAY,LOSS,16.0
12858,2017-02-23,SAC,D. Collison,K. Koufos,T. Lawson,B. McLemore,A. Tolliver,6115,HOME,WIN,16.0
5242,2017-02-23,HOU,R. Anderson,T. Ariza,P. Beverley,J. Harden,N. Hilário,6113,AWAY,WIN,30.0
6325,2017-02-23,LAC,B. Griffin,D. Jordan,L. Mbah a Moute,J. Redick,A. Rivers,6114,AWAY,LOSS,10.0
17616,2017-02-23,NOP,D. Cousins,A. Davis,S. Hill,J. Holiday,E. Moore,6113,HOME,LOSS,30.0
2527,2017-02-23,CLE,C. Frye,K. Irving,L. James,I. Shumpert,T. Thompson,6112,HOME,WIN,15.0
4155,2017-02-23,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris,6111,HOME,WIN,6.0
4697,2017-02-23,GSW,S. Curry,K. Durant,D. Green,Z. Pachulia,K. Thompson,6114,HOME,WIN,10.0
12313,2017-02-23,POR,M. Harkless,D. Lillard,C. McCollum,J. Nurkić,N. Vonleh,6110,AWAY,WIN,9.0
17071,2017-02-23,CHO,N. Batum,F. Kaminsky,M. Kidd-Gilchrist,K. Walker,M. Williams,6111,AWAY,LOSS,6.0
10685,2017-02-23,ORL,E. Fournier,A. Gordon,E. Payton,T. Ross,N. Vučević,6110,HOME,LOSS,9.0
8504,2017-02-24,MIL,G. Antetokounmpo,M. Beasley,M. Dellavedova,T. Maker,T. Snell,6120,HOME,LOSS,14.0
3614,2017-02-24,DEN,K. Faried,D. Gallinari,G. Harris,N. Jokić,J. Nelson,6124,HOME,WIN,20.0
11226,2017-02-24,PHI,R. Covington,G. Henderson,T. McConnell,J. Okafor,D. Šarić,6117,HOME,WIN,8.0
6871,2017-02-24,LAL,T. Black,B. Ingram,J. Randle,D. Russell,N. Young,6122,AWAY,LOSS,17.0
3071,2017-02-24,DAL,H. Barnes,S. Curry,Y. Ferrell,W. Matthews,D. Nowitzki,6121,AWAY,LOSS,13.0
13942,2017-02-24,TOR,D. Carroll,D. DeRozan,S. Ibaka,C. Joseph,J. Valančiūnas,6123,HOME,WIN,10.0
1987,2017-02-24,CHI,J. Butler,M. Carter-Williams,R. Lopez,B. Portis,D. Wade,6119,HOME,WIN,7.0
14484,2017-02-24,UTA,D. Favors,R. Gobert,G. Hayward,G. Hill,R. Hood,6120,AWAY,WIN,14.0
7417,2017-02-24,MEM,T. Allen,M. Conley,M. Gasol,J. Green,C. Parsons,6116,AWAY,LOSS,10.0
11769,2017-02-24,PHO,E. Bledsoe,D. Booker,M. Chriss,A. Len,T. Warren,6119,AWAY,LOSS,7.0
15028,2017-02-24,WAS,B. Beal,M. Gortat,M. Morris,O. Porter,J. Wall,6117,AWAY,LOSS,8.0
899,2017-02-24,BOS,J. Brown,J. Crowder,A. Horford,A. Johnson,I. Thomas,6123,AWAY,LOSS,10.0
355,2017-02-24,ATL,K. Bazemore,M. Delaney,T. Hardaway,D. Howard,P. Millsap,6118,HOME,LOSS,18.0
13398,2017-02-24,SAS,L. Aldridge,D. Dedmon,D. Green,K. Leonard,T. Parker,6125,AWAY,WIN,8.0
6326,2017-02-24,LAC,B. Griffin,D. Jordan,L. Mbah a Moute,C. Paul,J. Redick,6125,HOME,LOSS,8.0
10141,2017-02-24,OKC,Á. Abrines,S. Adams,A. Roberson,D. Sabonis,R. Westbrook,6122,HOME,WIN,17.0
5783,2017-02-24,IND,P. George,C. Miles,J. Teague,M. Turner,T. Young,6116,HOME,WIN,10.0
7961,2017-02-24,MIA,L. Babbitt,G. Dragić,R. McGruder,D. Waiters,H. Whiteside,6118,AWAY,WIN,18.0
9053,2017-02-24,MIN,G. Dieng,R. Rubio,B. Rush,K. Towns,A. Wiggins,6121,HOME,WIN,13.0
1441,2017-02-24,BRK,R. Foye,R. Hollis-Jefferson,C. LeVert,J. Lin,B. Lopez,6124,AWAY,LOSS,20.0
7962,2017-02-25,MIA,L. Babbitt,G. Dragić,R. McGruder,D. Waiters,H. Whiteside,6129,HOME,WIN,18.0
12859,2017-02-25,SAC,D. Collison,T. Evans,K. Koufos,B. McLemore,A. Tolliver,6126,HOME,LOSS,14.0
10686,2017-02-25,ORL,E. Fournier,A. Gordon,E. Payton,T. Ross,N. Vučević,6127,HOME,WIN,19.0
3072,2017-02-25,DAL,H. Barnes,S. Curry,Y. Ferrell,W. Matthews,D. Nowitzki,6131,HOME,WIN,13.0
17617,2017-02-25,NOP,D. Cousins,A. Davis,S. Hill,J. Holiday,H. Thompson,6131,AWAY,LOSS,13.0
1988,2017-02-25,CHI,J. Butler,J. Grant,R. Lopez,B. Portis,D. Wade,6130,AWAY,WIN,18.0
356,2017-02-25,ATL,K. Bazemore,M. Delaney,T. Hardaway,D. Howard,P. Millsap,6127,AWAY,LOSS,19.0
11227,2017-02-25,PHI,R. Covington,G. Henderson,T. McConnell,J. Okafor,D. Šarić,6128,AWAY,LOSS,1.0
9598,2017-02-25,NYK,C. Anthony,W. Hernangómez,C. Lee,D. Rose,L. Thomas,6128,HOME,WIN,1.0
17072,2017-02-25,CHO,N. Batum,F. Kaminsky,M. Kidd-Gilchrist,K. Walker,M. Williams,6126,AWAY,WIN,14.0
5784,2017-02-25,IND,P. George,C. Miles,J. Teague,M. Turner,T. Young,6129,AWAY,LOSS,18.0
2528,2017-02-25,CLE,C. Frye,K. Irving,R. Jefferson,I. Shumpert,T. Thompson,6130,HOME,LOSS,18.0
5243,2017-02-25,HOU,R. Anderson,T. Ariza,P. Beverley,C. Capela,J. Harden,6132,HOME,WIN,12.0
4698,2017-02-25,GSW,S. Curry,D. Green,P. McCaw,Z. Pachulia,K. Thompson,6133,HOME,WIN,17.0
1442,2017-02-25,BRK,R. Foye,J. Harris,R. Hollis-Jefferson,J. Lin,B. Lopez,6133,AWAY,LOSS,17.0
9054,2017-02-25,MIN,G. Dieng,R. Rubio,B. Rush,K. Towns,A. Wiggins,6132,AWAY,LOSS,12.0
4156,2017-02-26,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris,6138,HOME,LOSS,6.0
6327,2017-02-26,LAC,B. Griffin,D. Jordan,L. Mbah a Moute,C. Paul,J. Redick,6141,HOME,WIN,3.0
6872,2017-02-26,LAL,T. Black,B. Ingram,J. Randle,D. Russell,N. Young,6134,HOME,LOSS,21.0
8505,2017-02-26,MIL,G. Antetokounmpo,M. Dellavedova,T. Maker,K. Middleton,T. Snell,6135,HOME,WIN,4.0
17073,2017-02-26,CHO,N. Batum,F. Kaminsky,M. Kidd-Gilchrist,K. Walker,M. Williams,6141,AWAY,LOSS,3.0
13943,2017-02-26,TOR,D. Carroll,D. DeRozan,S. Ibaka,C. Joseph,J. Valančiūnas,6139,HOME,WIN,6.0
14485,2017-02-26,UTA,D. Favors,R. Gobert,G. Hayward,G. Hill,R. Hood,6137,AWAY,WIN,10.0
12314,2017-02-26,POR,M. Harkless,D. Lillard,C. McCollum,J. Nurkić,N. Vonleh,6139,AWAY,LOSS,6.0
13399,2017-02-26,SAS,L. Aldridge,D. Dedmon,D. Green,K. Leonard,T. Parker,6134,AWAY,WIN,21.0
17618,2017-02-26,NOP,D. Cousins,A. Davis,S. Hill,J. Holiday,H. Thompson,6140,AWAY,LOSS,8.0
7418,2017-02-26,MEM,T. Allen,M. Conley,M. Gasol,J. Green,C. Parsons,6136,AWAY,WIN,7.0
10142,2017-02-26,OKC,Á. Abrines,S. Adams,A. Roberson,D. Sabonis,R. Westbrook,6140,HOME,WIN,8.0
3615,2017-02-26,DEN,W. Chandler,D. Gallinari,G. Harris,N. Jokić,J. Nelson,6136,HOME,LOSS,7.0
900,2017-02-26,BOS,J. Brown,J. Crowder,A. Horford,A. Johnson,I. Thomas,6138,AWAY,WIN,6.0
15029,2017-02-26,WAS,B. Beal,M. Gortat,M. Morris,O. Porter,J. Wall,6137,HOME,LOSS,10.0
11770,2017-02-26,PHO,E. Bledsoe,D. Booker,M. Chriss,A. Len,T. Warren,6135,AWAY,LOSS,4.0
9055,2017-02-27,MIN,G. Dieng,R. Rubio,B. Rush,K. Towns,A. Wiggins,6148,AWAY,WIN,14.0
3073,2017-02-27,DAL,H. Barnes,S. Curry,Y. Ferrell,W. Matthews,D. Nowitzki,6146,HOME,WIN,7.0
8506,2017-02-27,MIL,G. Antetokounmpo,M. Beasley,M. Dellavedova,T. Maker,T. Snell,6142,AWAY,LOSS,7.0
9599,2017-02-27,NYK,C. Anthony,W. Hernangómez,C. Lee,D. Rose,L. Thomas,6143,HOME,LOSS,1.0
11228,2017-02-27,PHI,R. Covington,G. Henderson,T. McConnell,J. Okafor,D. Šarić,6144,HOME,LOSS,11.0
4699,2017-02-27,GSW,S. Curry,K. Durant,D. Green,Z. Pachulia,K. Thompson,6144,AWAY,WIN,11.0
12860,2017-02-27,SAC,W. Cauley-Stein,D. Collison,K. Koufos,T. Lawson,B. McLemore,6148,HOME,LOSS,14.0
5785,2017-02-27,IND,P. George,C. Miles,J. Teague,M. Turner,T. Young,6147,AWAY,WIN,9.0
13944,2017-02-27,TOR,D. Carroll,D. DeRozan,S. Ibaka,C. Joseph,J. Valančiūnas,6143,AWAY,WIN,1.0
2529,2017-02-27,CLE,K. Irving,L. James,R. Jefferson,I. Shumpert,T. Thompson,6142,HOME,WIN,7.0
901,2017-02-27,BOS,A. Bradley,J. Crowder,A. Horford,A. Johnson,I. Thomas,6145,HOME,LOSS,16.0
7963,2017-02-27,MIA,L. Babbitt,G. Dragić,R. McGruder,D. Waiters,H. Whiteside,6146,AWAY,LOSS,7.0
5244,2017-02-27,HOU,R. Anderson,T. Ariza,P. Beverley,C. Capela,J. Harden,6147,HOME,LOSS,9.0
357,2017-02-27,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha,6145,AWAY,WIN,16.0
11771,2017-02-28,PHO,E. Bledsoe,D. Booker,M. Chriss,A. Len,T. Warren,6152,AWAY,LOSS,18.0
10143,2017-02-28,OKC,Á. Abrines,S. Adams,A. Roberson,D. Sabonis,R. Westbrook,6153,HOME,WIN,3.0
7419,2017-02-28,MEM,T. Allen,M. Conley,M. Gasol,J. Green,C. Parsons,6152,HOME,WIN,18.0
3616,2017-02-28,DEN,W. Chandler,D. Gallinari,G. Harris,N. Jokić,J. Nelson,6151,AWAY,WIN,18.0
4700,2017-02-28,GSW,S. Curry,K. Durant,D. Green,Z. Pachulia,K. Thompson,6149,AWAY,LOSS,4.0
17074,2017-02-28,CHO,N. Batum,F. Kaminsky,M. Kidd-Gilchrist,K. Walker,M. Williams,6154,AWAY,WIN,5.0
6873,2017-02-28,LAL,T. Black,B. Ingram,J. Randle,D. Russell,N. Young,6154,HOME,LOSS,5.0
14486,2017-02-28,UTA,D. Favors,R. Gobert,G. Hayward,G. Hill,R. Hood,6153,AWAY,LOSS,3.0
15030,2017-02-28,WAS,B. Beal,M. Gortat,M. Morris,O. Porter,J. Wall,6149,HOME,WIN,4.0
12315,2017-02-28,POR,M. Harkless,D. Lillard,C. McCollum,J. Nurkić,N. Vonleh,6150,AWAY,LOSS,7.0
1989,2017-02-28,CHI,J. Butler,J. Grant,R. Lopez,B. Portis,D. Wade,6151,HOME,LOSS,18.0
4157,2017-02-28,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris,6150,HOME,WIN,7.0
6328,2017-03-01,LAC,B. Griffin,D. Jordan,L. Mbah a Moute,C. Paul,J. Redick,6164,HOME,LOSS,19.0
3617,2017-03-01,DEN,W. Chandler,D. Gallinari,G. Harris,N. Jokić,J. Murray,6160,AWAY,WIN,12.0
5245,2017-03-01,HOU,R. Anderson,T. Ariza,P. Beverley,C. Capela,J. Harden,6164,AWAY,WIN,19.0
13945,2017-03-01,TOR,D. Carroll,D. DeRozan,S. Ibaka,C. Joseph,J. Valančiūnas,6158,HOME,LOSS,9.0
13400,2017-03-01,SAS,L. Aldridge,D. Dedmon,D. Green,K. Leonard,D. Murray,6162,HOME,WIN,1.0
9056,2017-03-01,MIN,G. Dieng,R. Rubio,B. Rush,K. Towns,A. Wiggins,6163,AWAY,WIN,27.0
3074,2017-03-01,DAL,H. Barnes,S. Curry,Y. Ferrell,D. Finney-Smith,D. Nowitzki,6156,AWAY,LOSS,5.0
7964,2017-03-01,MIA,L. Babbitt,G. Dragić,R. McGruder,D. Waiters,H. Whiteside,6157,HOME,WIN,27.0
12861,2017-03-01,SAC,A. Afflalo,D. Collison,K. Koufos,S. Labissière,B. McLemore,6165,HOME,LOSS,9.0
11229,2017-03-01,PHI,R. Covington,G. Henderson,T. McConnell,J. Okafor,D. Šarić,6157,AWAY,LOSS,27.0
15031,2017-03-01,WAS,B. Beal,M. Gortat,M. Morris,O. Porter,J. Wall,6158,AWAY,WIN,9.0
2530,2017-03-01,CLE,C. Frye,K. Irving,L. James,I. Shumpert,T. Thompson,6159,AWAY,LOSS,4.0
4158,2017-03-01,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris,6161,AWAY,LOSS,23.0
8507,2017-03-01,MIL,G. Antetokounmpo,M. Brogdon,T. Maker,T. Snell,R. Vaughn,6160,HOME,LOSS,12.0
5786,2017-03-01,IND,P. George,C. Miles,J. Teague,M. Turner,T. Young,6162,AWAY,LOSS,1.0
1443,2017-03-01,BRK,R. Foye,R. Hollis-Jefferson,C. LeVert,J. Lin,B. Lopez,6165,AWAY,WIN,9.0
9600,2017-03-01,NYK,C. Anthony,C. Lee,K. Porziņģis,D. Rose,L. Thomas,6155,AWAY,WIN,11.0
358,2017-03-01,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha,6156,HOME,WIN,5.0
10687,2017-03-01,ORL,E. Fournier,A. Gordon,E. Payton,T. Ross,N. Vučević,6155,HOME,LOSS,11.0
902,2017-03-01,BOS,A. Bradley,J. Crowder,A. Horford,A. Johnson,I. Thomas,6159,HOME,WIN,4.0
14487,2017-03-01,UTA,D. Favors,R. Gobert,G. Hayward,G. Hill,J. Ingles,6163,HOME,LOSS,27.0
17619,2017-03-01,NOP,D. Cunningham,A. Davis,S. Hill,J. Holiday,H. Thompson,6161,HOME,WIN,23.0
12316,2017-03-02,POR,M. Harkless,D. Lillard,C. McCollum,J. Nurkić,N. Vonleh,6168,HOME,WIN,5.0
11772,2017-03-02,PHO,E. Bledsoe,D. Booker,M. Chriss,A. Len,T. Warren,6167,HOME,WIN,17.0
17075,2017-03-02,CHO,N. Batum,F. Kaminsky,M. Kidd-Gilchrist,K. Walker,M. Williams,6167,AWAY,LOSS,17.0
4701,2017-03-02,GSW,S. Curry,D. Green,P. McCaw,Z. Pachulia,K. Thompson,6166,AWAY,LOSS,7.0
10144,2017-03-02,OKC,Á. Abrines,S. Adams,A. Roberson,D. Sabonis,R. Westbrook,6168,AWAY,LOSS,5.0
1990,2017-03-02,CHI,J. Butler,J. Grant,R. Lopez,B. Portis,D. Wade,6166,HOME,WIN,7.0
14488,2017-03-03,UTA,D. Favors,R. Gobert,G. Hayward,G. Hill,J. Ingles,6176,HOME,WIN,15.0
3075,2017-03-03,DAL,H. Barnes,S. Curry,Y. Ferrell,N. Noel,D. Nowitzki,6174,HOME,WIN,4.0
